sleep_hours,steps,calories,water_intake_ml,stress_level,heart_rate_bpm,health_score,sleep_score,step_score,calorie_score,water_score,stress_score,hr_score,active_sleep_score,recovery_score,hydration_ratio,cardio_index,lifestyle_score,cal_per_1k_steps,sleep_per_stress,water_per_cal,sleep_hours_sq,stress_level_sq,steps_log,sleep_category,activity_category,stress_category
6.82,10930,1827,1994,5,84.4,78.61,82.30000000000001,100.0,91.35,66.46666666666667,55.55555555555556,59.679999999999986,82.30000000000001,45.72222222222223,1091.4066776135742,59.67999999999998,75.89203703703704,167.15462031107046,1.364,1.0914066776135742,46.51240000000001,25,9.299358068293836,2.0,4.0,1.0
5.5,8118,1617,1907,2,87.3,69.01,62.5,81.17999999999999,80.85,63.56666666666667,88.88888888888889,54.46,50.73749999999999,55.55555555555556,1179.3444650587508,44.210628,71.9075925925926,199.1869918699187,2.75,1.1793444650587508,30.25,4,9.001962272862446,1.0,3.0,0.0
6.87,10330,2824,3126,6,75.4,72.27,83.05,100.0,58.8,100.0,44.44444444444444,75.88,83.05,36.91111111111111,1106.9405099150142,75.88,77.02907407407407,273.378509196515,1.145,1.1069405099150142,47.1969,36,9.242904362849446,2.0,4.0,1.0
4.6,2716,1925,3032,10,70.6,46.5,48.99999999999999,27.16,96.25,100.0,0.0,84.52000000000001,13.308399999999999,0.0,1575.064935064935,22.955632000000005,59.48833333333332,708.7628865979381,0.45999999999999996,1.575064935064935,21.159999999999997,100,7.907283609426348,0.0,1.0,2.0
5.86,10589,2846,2467,2,82.7,77.11,67.9,100.0,57.7,82.23333333333333,88.88888888888889,62.739999999999995,67.9,60.355555555555554,866.8306394940266,62.73999999999999,76.57703703703704,268.76947775993955,2.93,0.8668306394940267,34.339600000000004,4,9.267665438595452,1.0,4.0,0.0
7.22,8531,2557,2135,3,61.2,73.57,88.3,85.31,72.15,71.16666666666667,77.77777777777779,98.56,75.32873,68.67777777777778,834.9628470864294,84.081536,82.21074074074075,299.730395029891,2.4066666666666667,0.8349628470864294,52.1284,9,9.05157907959124,3.0,3.0,0.0
7.55,9881,1304,2571,5,63.4,79.24,93.25,98.81,65.2,85.7,55.55555555555556,97.48,92.14032499999999,51.80555555555556,1971.6257668711655,96.31998800000001,82.66592592592592,131.97044833518873,1.51,1.9716257668711656,57.0025,25,9.198470199405696,3.0,3.0,1.0
7.63,9140,1734,2244,8,71.4,70.76,94.45,91.4,86.7,74.8,22.22222222222222,83.07999999999998,86.32730000000001,20.988888888888887,1294.1176470588236,75.93511999999998,75.44203703703704,189.7155361050328,0.95375,1.2941176470588236,58.216899999999995,64,9.12052506765382,3.0,3.0,2.0
5.02,5039,1732,2086,2,51.1,63.24,55.3,50.39,86.6,69.53333333333333,88.88888888888889,80.38,27.86567,49.155555555555544,1204.3879907621247,40.503482,71.84870370370369,343.718991863465,2.51,1.2043879907621247,25.200399999999995,4,8.525161361065415,1.0,2.0,0.0
8.28,3506,1968,2403,3,81.9,71.3,95.80000000000001,35.06,98.4,80.10000000000001,77.77777777777779,64.17999999999998,33.587480000000006,74.51111111111113,1221.0365853658536,22.501507999999994,75.21962962962964,561.3234455219624,2.76,1.2210365853658536,68.55839999999999,9,8.162516250140179,3.0,1.0,0.0
5.8,5864,1976,1935,3,60.4,67.94,67.0,58.64,98.8,64.5,77.77777777777779,97.12,39.2888,52.111111111111114,979.251012145749,56.95116800000001,77.3062962962963,336.97135061391543,1.9333333333333333,0.979251012145749,33.64,9,8.676757761087575,1.0,2.0,0.0
7.95,9695,3198,2351,7,66.3,71.13,99.25,96.95,40.1,78.36666666666666,33.33333333333333,92.26,96.222875,33.08333333333333,735.146966854284,89.44607,73.37666666666665,329.8607529654461,1.1357142857142857,0.7351469668542839,63.2025,49,9.179468708309095,3.0,3.0,2.0
6.98,10070,1569,2323,1,69.4,86.03,84.7,100.0,78.45,77.43333333333334,100.0,86.67999999999999,84.7,84.7,1480.5608667941365,86.68,87.87722222222222,155.8093346573982,6.98,1.4805608667941363,48.720400000000005,1,9.217415285648144,2.0,4.0,0.0
4.94,3896,2092,2562,7,72.5,54.53,54.10000000000001,38.96,95.4,85.39999999999999,33.33333333333333,81.1,21.077360000000002,18.03333333333333,1224.6653919694072,31.59656,64.71555555555555,536.9609856262833,0.7057142857142857,1.2246653919694073,24.403600000000004,49,8.26796230533871,0.0,1.0,2.0
6.53,5057,2247,1829,5,67.9,64.63,77.95,50.57000000000001,87.65,60.96666666666667,55.55555555555556,89.38,39.419315000000005,43.30555555555556,813.9741878059635,45.199466,70.34537037037036,444.3345857227605,1.306,0.8139741878059635,42.6409,25,8.52872642722991,2.0,2.0,1.0
7.55,5830,1999,2626,4,71.2,80.2,93.25,58.3,99.95,87.53333333333333,66.66666666666666,83.44,54.364749999999994,62.16666666666666,1313.656828414207,48.64552,81.52333333333333,342.8816466552316,1.8875,1.3136568284142072,57.0025,16,8.670943791222156,3.0,2.0,1.0
7.92,6928,2044,1656,9,71.3,60.91,98.8,69.28,97.8,55.2,11.11111111111111,83.26,68.44864,10.977777777777776,810.1761252446183,57.682528000000005,69.24185185185185,295.03464203233256,0.88,0.8101761252446184,62.7264,81,8.843470781627381,3.0,2.0,2.0
6.79,3914,1582,1856,9,66.6,54.6,81.85,39.14,79.1,61.86666666666667,11.11111111111111,91.72000000000001,32.03609,9.094444444444443,1173.198482932996,35.89920800000001,60.79796296296296,404.19008686765454,0.7544444444444445,1.1731984829329962,46.1041,81,8.272570608424903,2.0,1.0,2.0
9.3,3734,2043,1883,9,62.7,62.37,80.49999999999999,37.34,97.85,62.76666666666667,11.11111111111111,98.74,30.058699999999998,8.944444444444443,921.6837983357807,36.869516000000004,64.71796296296296,547.1344402785217,1.0333333333333334,0.9216837983357807,86.49000000000001,81,8.225503097566918,2.0,1.0,2.0
8.51,5534,2205,1557,9,85.0,58.37,92.35000000000001,55.34,89.75,51.9,11.11111111111111,58.6,51.10649,10.261111111111111,706.1224489795918,32.42924000000001,59.84185185185185,398.44597036501625,0.9455555555555555,0.7061224489795919,72.42009999999999,81,8.618846845142738,3.0,2.0,2.0
6.62,8259,2131,2809,3,46.7,79.88,79.3,82.59,93.45,93.63333333333334,77.77777777777779,72.46000000000001,65.49387,61.677777777777784,1318.160488033787,59.84471400000001,83.20185185185186,258.0215522460346,2.2066666666666666,1.318160488033787,43.824400000000004,9,9.019179866515024,2.0,3.0,0.0
8.13,4458,2228,1619,9,69.5,58.78,98.04999999999998,44.58,88.6,53.96666666666666,11.11111111111111,86.5,43.71068999999999,10.89444444444444,726.6606822262117,38.5617,63.80129629629629,499.7756841633019,0.9033333333333334,0.7266606822262118,66.09690000000002,81,8.402679804627477,3.0,1.0,2.0
9.9,7653,2565,1781,2,66.4,79.11,71.5,76.53,71.75,59.36666666666667,88.88888888888889,92.07999999999998,54.71895000000001,63.55555555555556,694.3469785575049,70.46882399999998,76.68592592592593,335.16268130145045,4.95,0.6943469785575048,98.01,4,8.942983665985647,2.0,3.0,0.0
9.94,11176,2375,2953,4,77.0,93.12,70.9,100.0,81.25,98.43333333333332,66.66666666666666,73.0,70.9,47.26666666666666,1243.3684210526317,73.0,81.70833333333333,212.50894774516823,2.485,1.2433684210526317,98.80359999999999,16,9.321613374385612,2.0,4.0,1.0
5.16,4095,2029,1858,6,54.5,59.37,57.400000000000006,40.949999999999996,98.55,61.93333333333333,44.44444444444444,86.5,23.505300000000002,25.511111111111113,915.7220305569247,35.421749999999996,64.96296296296296,495.4822954822955,0.86,0.9157220305569246,26.625600000000002,36,8.317766166719343,1.0,1.0,1.0
5.61,7381,1531,2087,8,66.0,54.31,64.15,73.81,76.55,69.56666666666666,22.22222222222222,92.8,47.349115000000005,14.255555555555556,1363.161332462443,68.49568000000001,66.51648148148148,207.42446822923722,0.70125,1.3631613324624428,31.472100000000005,64,8.906799883589944,1.0,2.0,2.0
9.23,11074,1760,1593,6,70.8,75.87,81.55,100.0,88.0,53.1,44.44444444444444,84.16000000000001,81.55,36.24444444444444,905.1136363636364,84.16000000000003,75.20907407407408,158.93082896875563,1.5383333333333333,0.9051136363636364,85.19290000000001,36,9.312445594913337,2.0,4.0,1.0
5.41,6745,1912,2700,6,84.8,66.98,61.150000000000006,67.45,95.6,90.0,44.44444444444444,58.96,41.245675,27.177777777777777,1412.1338912133892,39.76852,69.60074074074075,283.46923647146036,0.9016666666666667,1.4121338912133892,29.2681,36,8.816705015621595,1.0,2.0,1.0
5.02,6279,2101,2708,4,76.0,67.23,55.3,62.79,94.95,90.26666666666667,66.66666666666666,74.8,34.72287,36.86666666666666,1288.9100428367444,46.96692,74.1288888888889,334.6074215639433,1.255,1.2889100428367444,25.200399999999995,16,8.745125259462244,1.0,2.0,1.0
6.27,11490,1809,2643,6,57.8,80.2,74.05,100.0,90.45,88.1,44.44444444444444,92.44,74.05,32.91111111111111,1461.028192371476,92.44,81.58074074074075,157.44125326370758,1.045,1.4610281923714759,39.31289999999999,36,9.349319399257634,2.0,4.0,1.0
7.63,7081,1626,2523,5,66.2,77.62,94.45,70.81,81.3,84.1,55.55555555555556,92.44,66.880045,52.47222222222223,1551.660516605166,65.456764,79.77592592592592,229.62858353339922,1.526,1.551660516605166,58.216899999999995,25,8.86531163267185,3.0,2.0,1.0
6.85,11313,1525,2244,5,82.6,75.01,82.75,100.0,76.25,74.8,55.55555555555556,62.92000000000001,82.75,45.97222222222223,1471.4754098360656,62.92000000000001,75.37925925925926,134.8006717935119,1.3699999999999999,1.4714754098360656,46.92249999999999,25,9.333796175903101,2.0,4.0,1.0
6.02,9287,1340,1885,6,57.6,62.96,70.3,92.86999999999999,67.0,62.83333333333333,44.44444444444444,92.08,65.28760999999999,31.244444444444444,1406.7164179104477,85.51469599999999,71.58796296296296,144.28771400882954,1.0033333333333332,1.4067164179104477,36.240399999999994,36,9.136478523377727,2.0,3.0,1.0
5.99,6971,1906,1711,7,71.1,64.32,69.85,69.71000000000001,95.3,57.03333333333334,33.33333333333333,83.62,48.692435,23.28333333333333,897.691500524659,58.29150200000001,68.14111111111112,273.4184478554009,0.8557142857142858,0.897691500524659,35.880100000000006,49,8.849657406639912,1.0,2.0,2.0
5.93,9439,1412,2974,4,71.9,72.23,68.94999999999999,94.39,70.6,99.13333333333333,66.66666666666666,82.17999999999999,65.08190499999999,45.966666666666654,2106.2322946175636,77.56970199999999,80.31999999999998,149.59211780908996,1.4825,2.1062322946175636,35.164899999999996,16,9.152711259139547,1.0,3.0,1.0
5.68,8961,1600,2659,2,67.4,82.61,65.19999999999999,89.61,80.0,88.63333333333333,88.88888888888889,90.27999999999999,58.42571999999999,57.95555555555555,1661.875,80.89990799999998,83.7687037037037,178.55150094855483,2.84,1.661875,32.2624,4,9.100748695346088,1.0,3.0,0.0
10.42,11063,1842,1784,3,104.3,84.1,63.7,100.0,92.1,59.46666666666667,77.77777777777779,23.86,63.7,49.54444444444445,968.5124864277958,23.86,69.48407407407407,166.50094910964475,3.473333333333333,0.9685124864277959,108.57639999999999,9,9.311451873344595,2.0,4.0,0.0
7.45,6355,1466,2224,5,67.0,68.34,91.75,63.55,73.3,74.13333333333333,55.55555555555556,91.0,58.307125,50.97222222222223,1517.0532060027285,57.8305,74.88148148148149,230.684500393391,1.49,1.5170532060027284,55.502500000000005,25,8.757154527656606,3.0,2.0,1.0
8.33,8124,2152,2020,2,77.4,86.31,95.05,81.24,92.4,67.33333333333333,88.88888888888889,72.27999999999999,77.21861999999999,84.48888888888888,938.6617100371747,58.72027199999999,82.86537037037037,264.89414081733133,4.165,0.9386617100371747,69.3889,4,9.002701007197938,3.0,3.0,0.0
6.27,7815,2296,1523,2,62.8,80.4,74.05,78.14999999999999,85.2,50.76666666666667,88.88888888888889,98.56,57.870074999999986,65.82222222222222,663.3275261324043,77.02463999999999,79.26925925925926,293.79398592450417,3.135,0.6633275261324042,39.31289999999999,4,8.96392819372262,2.0,3.0,0.0
6.72,10112,1780,2307,10,78.3,65.88,80.8,100.0,89.0,76.9,0.0,70.66,80.8,0.0,1296.067415730337,70.66,69.56,176.02848101265823,0.6719999999999999,1.2960674157303371,45.15839999999999,100,9.221577003902171,2.0,4.0,2.0
5.93,4924,1825,1951,3,82.4,67.07,68.94999999999999,49.24,91.25,65.03333333333333,77.77777777777779,63.27999999999999,33.950979999999994,53.62777777777777,1069.041095890411,31.159071999999995,69.25518518518518,370.63363119415106,1.9766666666666666,1.0690410958904109,35.164899999999996,9,8.502079553606189,1.0,1.0,0.0
3.02,11051,2215,1628,8,64.9,54.31,25.299999999999997,100.0,89.25,54.266666666666666,22.22222222222222,94.77999999999999,25.299999999999997,5.622222222222222,734.9887133182845,94.77999999999999,64.30314814814814,200.43434983259434,0.3775,0.7349887133182844,9.1204,64,9.310366686043308,0.0,4.0,2.0
4.93,9399,1714,1313,2,71.3,70.61,53.949999999999996,93.99,85.7,43.766666666666666,88.88888888888889,83.26,50.707604999999994,47.95555555555555,766.044340723454,78.256074,74.92592592592592,182.3598255133525,2.465,0.766044340723454,24.304899999999996,4,9.148464968258095,0.0,3.0,0.0
4.28,4049,1687,1262,10,61.3,36.68,44.2,40.489999999999995,84.35,42.06666666666667,0.0,98.74,17.89658,0.0,748.0735032602253,39.979825999999996,51.64111111111111,416.6460854531983,0.42800000000000005,0.7480735032602253,18.3184,100,8.306472160100585,0.0,1.0,2.0
3.63,11625,2479,1977,3,58.3,66.58,34.45,100.0,76.05,65.9,77.77777777777779,93.33999999999999,34.45,26.794444444444448,797.4989915288422,93.33999999999997,74.58629629629628,213.247311827957,1.21,0.7974989915288423,13.1769,9,9.360999248261296,0.0,4.0,0.0
5.21,14702,2354,2149,4,84.4,70.4,58.15,100.0,82.3,71.63333333333334,66.66666666666666,59.679999999999986,58.15,38.76666666666666,912.9141886151232,59.67999999999998,73.07166666666667,160.11427016732418,1.3025,0.9129141886151232,27.144099999999998,16,9.595806833577658,1.0,4.0,1.0
8.99,11006,2241,1675,8,65.4,82.87,85.14999999999999,100.0,87.95,55.833333333333336,22.22222222222222,93.88,85.15,18.92222222222222,747.4341811691208,93.88,74.17259259259258,203.6162093403598,1.12375,0.747434181169121,80.82010000000001,64,9.306286713023391,3.0,4.0,2.0
6.93,12281,2370,2590,3,45.0,75.21,83.94999999999999,100.0,81.5,86.33333333333333,77.77777777777779,69.4,83.94999999999999,65.29444444444444,1092.8270042194092,69.4,83.16018518518518,192.98102760361533,2.31,1.0928270042194093,48.024899999999995,9,9.415890054889344,2.0,4.0,0.0
8.94,8256,1209,2161,6,93.2,71.08,85.9,82.56,60.45,72.03333333333333,44.44444444444444,43.839999999999996,70.91904000000001,38.17777777777778,1787.4276261373034,36.194303999999995,64.87129629629631,146.43895348837208,1.49,1.7874276261373037,79.9236,36,9.01881660441743,3.0,3.0,1.0
7.62,3015,2542,2546,8,62.4,64.1,94.3,30.15,72.9,84.86666666666667,22.22222222222222,99.28,28.431449999999998,20.955555555555552,1001.573564122738,29.93292,67.28648148148149,843.1177446102819,0.9525,1.001573564122738,58.0644,64,8.011686729127847,3.0,1.0,2.0
8.17,2468,2157,2090,1,69.0,74.85,97.45,24.68,92.15,69.66666666666667,100.0,87.4,24.050660000000004,97.45,968.9383402874363,21.570320000000002,78.55777777777779,873.9870340356564,8.17,0.9689383402874363,66.74889999999999,1,7.81156848934518,3.0,0.0,0.0
5.65,8765,2404,1728,1,91.7,71.33,64.75,87.64999999999999,79.8,57.599999999999994,100.0,46.53999999999999,56.753375,64.75,718.801996672213,40.792309999999986,72.72333333333331,274.27267541357674,5.65,0.718801996672213,31.922500000000003,1,9.078635880978755,1.0,3.0,0.0
7.79,6224,2155,2268,8,70.3,65.88,96.85,62.239999999999995,92.25,75.6,22.22222222222222,85.06,60.279439999999994,21.522222222222222,1052.4361948955918,52.941344,72.37037037037037,346.2403598971722,0.97375,1.0524361948955916,60.6841,64,8.736328721332908,3.0,2.0,2.0
8.09,5256,2020,1442,3,70.0,71.7,98.65,52.559999999999995,99.0,48.06666666666667,77.77777777777779,85.6,51.85044,76.72777777777779,713.8613861386139,44.99135999999999,76.94240740740742,384.32267884322675,2.6966666666666668,0.7138613861386138,65.4481,9,8.567315800819449,3.0,2.0,0.0
6.14,7812,1890,2524,10,57.3,57.27,72.1,78.12,94.5,84.13333333333334,0.0,91.53999999999999,56.32452,0.0,1335.4497354497355,71.511048,70.06555555555555,241.93548387096774,0.614,1.3354497354497354,37.6996,100,8.963544291996744,2.0,3.0,2.0
7.84,9847,2147,1638,10,52.4,65.74,97.6,98.47,92.65,54.6,0.0,82.72,96.10671999999998,0.0,762.9250116441547,81.454384,71.00666666666667,218.03595003554383,0.784,0.7629250116441546,61.465599999999995,100,9.19502366786429,3.0,3.0,2.0
7.85,3642,1875,2751,9,70.0,61.17,97.75,36.42,93.75,91.7,11.11111111111111,85.6,35.600550000000005,10.86111111111111,1467.2,31.175520000000002,69.38851851851852,514.827018121911,0.8722222222222222,1.4672,61.622499999999995,81,8.200562797008564,3.0,1.0,2.0
6.18,6653,2347,1997,10,76.4,55.98,72.69999999999999,66.53,82.65,66.56666666666666,0.0,74.07999999999998,48.367309999999996,0.0,850.8734554750746,49.28542399999999,60.42111111111111,352.7731850293101,0.618,0.8508734554750745,38.1924,100,8.802973456578423,2.0,2.0,2.0
5.32,12530,1365,2838,9,75.7,60.96,59.800000000000004,100.0,68.25,94.6,11.11111111111111,75.33999999999999,59.8,6.644444444444445,2079.120879120879,75.33999999999999,68.18351851851851,108.93854748603353,0.5911111111111111,2.0791208791208793,28.302400000000002,81,9.435960853165286,1.0,4.0,2.0
5.22,4774,1783,1526,4,66.2,59.09,58.3,47.74,89.15,50.866666666666674,66.66666666666666,92.44,27.832420000000003,38.86666666666666,855.8609085810432,44.130856,67.52722222222222,373.4813573523251,1.305,0.8558609085810431,27.248399999999997,16,8.471149252914831,1.0,1.0,1.0
7.13,10609,2818,1793,10,72.2,60.53,86.95,100.0,59.1,59.766666666666666,0.0,81.63999999999999,86.95,0.0,636.2668559261888,81.63999999999999,64.5761111111111,265.62352719389196,0.713,0.6362668559261888,50.8369,100,9.26955223160803,3.0,4.0,2.0
7.49,6546,1750,2429,4,50.0,74.42,92.35000000000001,65.46,87.5,80.96666666666667,66.66666666666666,78.4,60.45231,61.56666666666666,1388.0,51.320640000000004,78.55722222222221,267.3388328750382,1.8725,1.388,56.100100000000005,16,8.786762208441091,3.0,2.0,1.0
5.81,9637,1905,2902,6,77.5,72.91,67.14999999999999,96.37,95.25,96.73333333333333,44.44444444444444,72.1,64.71245499999999,29.844444444444438,1523.3595800524934,69.48277,78.67462962962964,197.67562519456263,0.9683333333333333,1.5233595800524935,33.756099999999996,36,9.173468897200278,1.0,3.0,1.0
7.04,11292,1647,3200,1,73.9,85.64,85.6,100.0,82.35,100.0,100.0,78.57999999999998,85.6,85.6,1942.9265330904675,78.57999999999998,91.08833333333332,145.85547290116898,7.04,1.9429265330904675,49.5616,1,9.331938343723671,3.0,4.0,0.0
7.86,10224,2134,2225,10,95.7,68.58,97.9,100.0,93.3,74.16666666666667,0.0,39.339999999999996,97.9,0.0,1042.642924086223,39.339999999999996,67.4511111111111,208.72456964006258,0.786,1.0426429240862232,61.7796,100,9.232590980911002,3.0,4.0,2.0
7.93,10727,1705,3303,6,72.1,86.0,98.94999999999999,100.0,85.25,100.0,44.44444444444444,81.82000000000001,98.94999999999999,43.977777777777774,1937.2434017595308,81.82000000000001,85.0774074074074,158.94471893353222,1.3216666666666665,1.9372434017595308,62.884899999999995,36,9.280612424961515,3.0,4.0,1.0
9.33,4545,1926,2026,10,60.7,65.4,80.05,45.45,96.3,67.53333333333333,0.0,97.66000000000001,36.382725,0.0,1051.9210799584632,44.38647000000001,64.4988888888889,423.76237623762376,0.933,1.051921079958463,87.0489,100,8.422003004412488,2.0,1.0,2.0
8.92,11341,2340,2859,4,71.4,87.65,86.2,100.0,83.0,95.3,66.66666666666666,83.07999999999998,86.2,57.46666666666666,1221.7948717948718,83.07999999999998,85.70777777777778,206.33101137465835,2.23,1.221794871794872,79.5664,16,9.336267928573973,3.0,4.0,1.0
5.5,5442,1720,1635,4,68.1,62.29,62.5,54.42,86.0,54.50000000000001,66.66666666666666,89.02000000000001,34.0125,41.66666666666666,950.5813953488372,48.44468400000001,68.85111111111111,316.06027195883865,1.375,0.9505813953488372,30.25,16,8.6020856584342,1.0,2.0,1.0
9.53,8779,2315,2452,6,77.2,74.47,77.05000000000001,87.79,84.25,81.73333333333333,44.44444444444444,72.63999999999999,67.64219500000002,34.24444444444445,1059.1792656587472,63.77065599999999,74.65129629629631,263.697459847363,1.5883333333333332,1.0591792656587473,90.8209,36,9.080231686629162,2.0,3.0,1.0
6.2,8775,2329,795,9,72.3,56.29,73.0,87.75,83.55,26.5,11.11111111111111,81.46000000000001,64.0575,8.11111111111111,341.3482181193645,71.48115000000001,60.56185185185185,265.4131054131054,0.6888888888888889,0.34134821811936455,38.440000000000005,81,9.079776001955066,2.0,3.0,2.0
8.57,9455,2422,1527,6,56.9,74.38,91.44999999999999,94.55,78.9,50.9,44.44444444444444,90.82,86.46597499999999,40.64444444444444,630.4706853839801,85.87030999999999,75.1774074074074,256.16076150185086,1.4283333333333335,0.6304706853839802,73.4449,36,9.15440473964588,3.0,3.0,1.0
7.1,9011,2056,2480,8,52.4,69.35,86.5,90.11,97.2,82.66666666666667,22.22222222222222,82.72,77.94515,19.22222222222222,1206.2256809338521,74.538992,76.90314814814815,228.1655754078349,0.8875,1.206225680933852,50.41,64,9.106312301552135,3.0,3.0,2.0
6.38,5469,3297,1413,3,75.2,55.9,75.7,54.690000000000005,35.150000000000006,47.099999999999994,77.77777777777779,76.24,41.400330000000004,58.87777777777778,428.57142857142856,41.695656,61.10962962962964,602.8524410312671,2.1266666666666665,0.42857142857142855,40.7044,9,8.607033895416027,2.0,2.0,0.0
4.29,3950,2422,2456,8,88.6,45.97,44.35,39.5,78.9,81.86666666666666,22.22222222222222,52.12000000000001,17.518250000000002,9.855555555555556,1014.037985136251,20.587400000000002,53.159814814814816,613.1645569620252,0.53625,1.014037985136251,18.4041,64,8.281723990411392,0.0,1.0,2.0
6.74,10617,2130,2744,8,73.0,77.25,81.1,100.0,93.5,91.46666666666667,22.22222222222222,80.2,81.1,18.02222222222222,1288.2629107981222,80.2,78.08148148148149,200.62164453235374,0.8425,1.288262910798122,45.427600000000005,64,9.270305953143616,2.0,4.0,2.0
4.66,8558,1650,1899,9,81.8,57.84,49.900000000000006,85.58,82.5,63.3,11.11111111111111,64.36000000000001,42.70442,5.544444444444444,1150.909090909091,55.07928800000001,59.458518518518524,192.80205655526993,0.5177777777777778,1.1509090909090909,21.715600000000002,81,9.05473863988161,0.0,3.0,2.0
8.45,11448,1961,1619,1,84.2,85.13,93.25000000000001,100.0,98.05,53.96666666666666,100.0,60.03999999999999,93.25000000000001,93.25000000000001,825.5991840897501,60.03999999999999,84.21777777777777,171.29629629629628,8.45,0.8255991840897501,71.40249999999999,1,9.345657668923812,3.0,4.0,0.0
9.28,7866,2571,1915,4,75.2,76.95,80.80000000000001,78.66,71.45,63.83333333333333,66.66666666666666,76.24,63.55728000000001,53.86666666666667,744.8463632827693,59.970383999999996,72.94166666666666,326.8497330282228,2.32,0.7448463632827693,86.1184,16,8.970432074329242,2.0,3.0,1.0
5.8,3785,2684,1621,1,62.2,61.93,67.0,37.85,65.8,54.03333333333333,100.0,99.64,25.359500000000004,67.0,603.9493293591654,37.71374,70.72055555555555,709.114927344782,5.8,0.6039493293591655,33.64,1,8.239065331769268,1.0,1.0,0.0
7.45,10898,2591,2139,5,74.3,78.62,91.75,100.0,70.45,71.3,55.55555555555556,77.86,91.75,50.97222222222223,825.5499807024314,77.86,77.81925925925925,237.750045879978,1.49,0.8255499807024315,55.502500000000005,25,9.296426320889312,3.0,4.0,1.0
5.91,6889,2314,2261,8,86.5,59.62,68.65,68.89,84.3,75.36666666666667,22.22222222222222,55.9,47.29298500000001,15.255555555555556,977.095937770095,38.50951,62.55481481481482,335.89780809986934,0.73875,0.9770959377700951,34.9281,64,8.837826364007704,1.0,2.0,2.0
6.06,9026,1498,2016,7,78.4,64.85,70.89999999999999,90.25999999999999,74.9,67.2,33.33333333333333,70.47999999999999,63.99433999999999,23.633333333333326,1345.7943925233644,63.61524799999998,67.84555555555555,165.9649900288057,0.8657142857142857,1.3457943925233644,36.7236,49,9.107975365298154,2.0,3.0,2.0
8.16,6058,2195,3205,8,81.0,72.79,97.6,60.58,90.25,100.0,22.22222222222222,65.8,59.126079999999995,21.688888888888886,1460.1366742596813,39.861639999999994,72.74203703703704,362.33080224496535,1.02,1.460136674259681,66.5856,64,8.70930004894499,3.0,2.0,2.0
6.94,12933,1503,1768,8,66.4,66.57,84.10000000000001,100.0,75.15,58.93333333333334,22.22222222222222,92.07999999999998,84.1,18.68888888888889,1176.3140385894878,92.07999999999998,72.08092592592592,116.214335421016,0.8675,1.1763140385894877,48.1636,64,9.467614782006539,2.0,4.0,2.0
9.61,5370,1405,3035,10,69.6,71.68,75.85000000000001,53.7,70.25,100.0,0.0,86.32000000000001,40.73145000000001,0.0,2160.1423487544484,46.35384000000001,64.35333333333334,261.6387337057728,0.961,2.1601423487544484,92.3521,100,8.58876938990546,2.0,2.0,2.0
6.28,6988,2096,1575,9,70.6,59.31,74.2,69.88,95.2,52.5,11.11111111111111,84.52000000000001,51.85095999999999,8.244444444444445,751.4312977099237,59.062576,64.5685185185185,299.94275901545507,0.6977777777777778,0.7514312977099237,39.4384,81,8.85209276347713,2.0,2.0,2.0
8.5,8322,2209,2244,6,71.4,75.93,92.5,83.22,89.55,74.8,44.44444444444444,83.07999999999998,76.9785,41.111111111111114,1015.8442734268899,69.13917599999999,77.93240740740741,265.44099975967316,1.4166666666666667,1.01584427342689,72.25,36,9.026778045746095,3.0,3.0,1.0
7.15,4723,2361,2910,9,86.0,59.65,87.25,47.23,81.95,97.0,11.11111111111111,56.8,41.208175000000004,9.694444444444445,1232.528589580686,26.826639999999998,63.55685185185185,499.8941350836333,0.7944444444444445,1.2325285895806861,51.1225,81,8.460411177317253,3.0,1.0,2.0
8.19,8992,2199,2879,1,45.0,93.63,97.15,89.92,90.05,95.96666666666667,100.0,69.4,87.35728,97.15,1309.231468849477,62.40448000000001,90.41444444444444,244.5507117437722,8.19,1.309231468849477,67.0761,1,9.104201775914515,3.0,3.0,0.0
6.33,12836,2213,1948,8,72.4,66.97,74.95,100.0,89.35,64.93333333333334,22.22222222222222,81.27999999999999,74.95,16.655555555555555,880.2530501581563,81.27999999999999,72.12259259259258,172.40573387348084,0.79125,0.8802530501581564,40.0689,64,9.460086905084927,2.0,4.0,2.0
6.93,6529,1606,2533,6,71.0,72.1,83.94999999999999,65.29,80.3,84.43333333333334,44.44444444444444,83.8,54.81095499999999,37.3111111111111,1577.2104607721046,54.71302000000001,73.70296296296297,245.97947618318273,1.155,1.5772104607721047,48.024899999999995,36,8.784162222270476,2.0,2.0,1.0
6.83,9185,1958,2453,10,55.5,66.06,82.45,91.85,97.9,81.76666666666667,0.0,88.3,75.730325,0.0,1252.808988764045,81.10355,73.71111111111112,213.17365269461078,0.683,1.252808988764045,46.6489,100,9.12543586488574,2.0,3.0,2.0
5.75,500,1397,1876,6,80.1,44.37,66.25,5.0,69.85,62.53333333333333,44.44444444444444,67.42000000000002,3.3125,29.444444444444443,1342.8775948460989,3.371000000000001,52.58296296296297,2000.0,0.9583333333333334,1.3428775948460987,33.0625,36,6.2166061010848646,1.0,0.0,1.0
7.99,7883,1199,2570,2,63.3,83.64,99.85000000000001,78.83,59.95,85.66666666666667,88.88888888888889,97.66000000000001,78.711755,88.75555555555556,2143.4528773978313,76.98537800000001,85.14092592592593,152.09945452238995,3.995,2.1434528773978316,63.84010000000001,4,8.97259066827261,3.0,3.0,0.0
